PATH	DURATION	TRANSCRIPT
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R143.wav	4.875000	phụ nữ anh cũng rất lãng mạn
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R144.wav	3.968750	luật dạy nghề lặng lẽ đi vào cuộc sống
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R145.wav	3.218750	tôi nghe thơ từ trong nôi
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R146.wav	3.156250	quay nhịp nhàng suốt đêm ngày
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R147.wav	3.218750	việc tuyển chọn các diễn viên chính
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R148.wav	3.875000	nhưng chắc hẳn ít người hiểu rõ
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R149.wav	4.437500	phim sẽ mất đi một chiều sâu bất ngờ và đắng ngắt
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R150.wav	5.687500	duy chỉ còn mỗi mình tiền vệ tấn công minh phương là hoàn hảo
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R151.wav	5.500000	những cơn cấp phát trương máu
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R152.wav	3.500000	hàng vạn con cá quẫy ào ào
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R153.wav	3.625000	ngành du lịch chậm chuyển hướng thị trường
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R154.wav	2.937500	phải tương đối giống nhau
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R155.wav	5.375000	thi thật gọi lên phòng rồi dõng dạc tuyên bố
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R156.wav	3.656250	di hài của bà được đưa về hà tiên
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R157.wav	3.687500	điện ảnh nghệ thuật khoa học mỹ
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R158.wav	5.375000	trong khi chở chị cứ ôm eo choàng vai
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R159.wav	3.250000	cục điện ảnh hoạch định với nhau
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R160.wav	3.343750	bạn không thể tôn trọng bản thân mình
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R161.wav	4.625000	bàn tay trái của em chỉ có hai ngón toè ra
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R162.wav	4.218750	chưa rõ khi nào cảnh này chấm dứt
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R163.wav	5.750000	nên tìm cách lết đi trốn mỗi lần cường đến
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R164.wav	4.437500	kết quả là họ mất đồng tiền đó
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R165.wav	3.750000	cựu nhân viên cục chuyên bảo vệ nguyên thủ
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R166.wav	2.062500	nếu bạn muốn
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R167.wav	4.750000	vốn nổi tiếng là cái nôi của chèo bao thế kỷ qua
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R168.wav	5.937500	cho hàng chục nghìn thường dân sơ tán khỏi vùng chiến sự phía bắc
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R169.wav	3.781250	phải thật sự phát huy hiệu lực
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R170.wav	4.656250	im mà ngủ đi con ơi khuya khoắt rồi
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R171.wav	4.500000	mà rất nhiều hãng cung cấp
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R172.wav	5.187500	đá cá lia thia dưới bóng cây đầu xóm
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R173.wav	4.937500	cụ hiến từ phòng nông nghiệp hương khê
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R174.wav	5.375000	em gọi di động ba bốn tráo mà bặt cả tăm hơi
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R175.wav	3.125000	sờ soạng sau lưng đến rợn người
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R176.wav	5.687500	cũng giống như những người đang cố chạy dọc theo con đường nhựa
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R177.wav	3.750000	nhiều địa phương ở trung quốc
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R178.wav	4.562500	hãy hỏi bản thân bạn một cách kiên quyết và nghiêm khắc
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R179.wav	4.000000	cheng quyết tâm thực hiện cuộc dạo chơi này
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R180.wav	5.250000	thoái hoá khớp gối tức tình trạng sụn mặt khớp bị hư
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R181.wav	2.406250	túi tiền eo hẹp
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R182.wav	3.093750	nhiều điểm nóng đã hạ nhiệt
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R183.wav	4.281250	thì khi đến nơi anh lại thất vọng bấy nhiêu
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R184.wav	3.187500	là mùi thơm của lá chuối
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R185.wav	5.531250	giữa những gốc phi lao mọc kề mép nước
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R186.wav	4.187500	nền tảng là nơi bạn thuộc về đó
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R187.wav	2.750000	ăn uống xong xuôi
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R188.wav	4.312500	do các thành phần cấu tạo khác nhau
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R189.wav	1.937500	đềnh đoàng
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R190.wav	4.375000	để đẹp hơn và an toàn hơn
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R191.wav	3.312500	để tránh những bực mình sau này
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R192.wav	2.937500	của cầu thủ gao lin trung quốc
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R193.wav	3.375000	cho phép hai người cùng tham gia
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R194.wav	5.468750	không ai muốn biết rằng đồng nghiệp của mình đang nghe lén
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R195.wav	6.187500	việc nấu nướng đã khiến các thành viên trong gia đình xích lại gần nhau hơn
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R196.wav	5.500000	khi muốn giáo dục con cái bằng phương pháp này
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R197.wav	5.625000	ông đã không làm cho vị hôn thê của mình phải thất vọng
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R198.wav	3.781250	do rối loạn khớp thái dương hàm
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R199.wav	2.843750	đéo gì mà phải ghê thế
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_R200.wav	2.312500	đêm phán xét
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T001.wav	3.937500	bây giờ tính đi đâu đây
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T002.wav	2.968750	cũng chưa biết nữa
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T003.wav	3.343750	hay là đi ăn hủ tiếu nha
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T004.wav	4.312500	xong rồi mình đi tăng ba
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T005.wav	3.250000	thả tao ra thằng khốn
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T006.wav	3.187500	đây là vòng đua cuối cùng
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T007.wav	4.375000	anh ơi mua xe hơi cho em nhé
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T008.wav	3.937500	cẩn thận kẻo trượt vỏ chuối
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T009.wav	4.437500	chung qui cũng tại con heo
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T010.wav	4.312500	anh nhựt đã có nhiều bạn tình nhưng không có vợ
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T011.wav	4.781250	thời buổi này kiếm đâu ra đàn bà chung thuỷ
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T012.wav	4.937500	hôm qua báo đăng thầy chùa vô khách sạn
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T013.wav	6.125000	không lẽ đời này kiếp này không còn gặp lại được em
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T014.wav	2.937500	buông tay tui ra
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T015.wav	3.437500	anh kia đứng lại ngay
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T016.wav	4.312500	giơ hai tay lên không tôi bắn
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T017.wav	4.812500	căn nhà đằng kia nghe nói có ma
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T018.wav	3.812500	thú thật tui chưa từng chơi gái
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T019.wav	5.812500	ngoài công viên hai ba tháng chín có cả đống trai bao
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T020.wav	5.687500	mấy bà già sồn sồn toàn kiếm trai trẻ chơi không
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T021.wav	4.562500	cũng khó mà trách mấy bã
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T022.wav	3.625000	còn đâu hình ảnh của một ông thầy giáo
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T023.wav	4.093750	nghe đồn dạo này nhiều thằng cướp bồ lắm
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T024.wav	4.875000	có khoảng hai phòng trọ anh có muốn thuê không
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T025.wav	4.187500	tiền nào của nấy ông anh ơi
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T026.wav	3.937500	kỳ kèo hoài giá vậy đúng rồi
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T027.wav	5.875000	ba nội là sư tử mà sao keo kiệt quá
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T028.wav	5.781250	hai con thằn lằn con đua nhau cắn nhau đứt đui
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T029.wav	5.625000	ba thằn lằn buồn hiu gọi chúng đến mai mắn cho
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T030.wav	3.312500	xuân này em không về
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T031.wav	3.750000	những ngày cuối cùng trên dương thế
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T032.wav	4.093750	hãy để anh ấy được nghỉ ngơi
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T033.wav	3.218750	mọi người nói chuyện ít thôi nha
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T034.wav	4.062500	tư thế đó nhìn đẹp đó
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T035.wav	4.000000	bác chỉ khéo vẻ chuyện
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T036.wav	2.562500	có còn hơn không
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T037.wav	4.093750	chưa đi chưa biết qui nhơn
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T038.wav	4.406250	chắc sắp tới thu xếp đi du lịch thôi
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T039.wav	6.406250	phương châm sống của tôi là người không vì mình trời tru đất diệt
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T040.wav	4.125000	bọn lười thường hay nói vậy
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T041.wav	3.937500	làm việc có trách nhiệm chút coi
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T042.wav	5.250000	mẹ kiếp giờ này còn chưa tới
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T043.wav	3.625000	nó trốn mất tiêu rồi còn đâu
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T044.wav	4.656250	thế sự thay đổi lòng người khó lường
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T045.wav	3.062500	chỉ biết than thân trách phận là giỏi
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T046.wav	5.625000	người nhà thì mắng sao không giỏi ra đường đi
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T047.wav	4.062500	thế nào là hoàn hảo
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T048.wav	3.875000	thằng đó có cái miệng như đàn bà
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T049.wav	5.125000	chính phủ ban hành lệnh độc quyền mua bán vàng
/data/vivos/train/waves//VIVOSSPK07/VIVOSSPK07_T050.wav	3.687500	tiền giờ mất giá quá
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R001.wav	3.437500	rồi ngoắc vợ thầy vào buồng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R002.wav	3.687500	tôi theo anh út bông vượt dốc lên núi
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R003.wav	4.312500	và thủ thỉ khi chững chú chim vỗ cánh bay qua
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R004.wav	1.937500	đoạn nhật tân
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R005.wav	2.000000	thược dược đen
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R006.wav	3.000000	khi sơn trên các mặt bằng phẳng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R007.wav	3.125000	con cá mang luôn cây xà búp
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R008.wav	4.375000	để bạn xơi tái tất cả loại thức ăn gặp trên đường
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R009.wav	2.437500	về tham dự khá lớn
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R010.wav	3.250000	nguồi để nước nguồi nguội rồi hãy uống
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R011.wav	2.750000	những món ếch mà tôi được ăn
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R012.wav	3.843750	và cảm thấy hết sức hài lòng với bản thân
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R013.wav	2.062500	tên cô gái
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R014.wav	3.218750	họ đã phải vay những khoản tiền rất lớn
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R015.wav	2.468750	cho phép bạn sống sót
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R016.wav	3.593750	kẽ hở trong công tác đảm bảo tính an toàn
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R017.wav	2.906250	được sử dụng xây dựng trang trại
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R018.wav	3.781250	chị vợ mắc cỡ không nhịn được cái ngốc của chồng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R019.wav	2.125000	buổi sáng hôm ấy
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R020.wav	3.312500	những cánh rừng thảo quả mênh mông trồi lên
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R021.wav	5.062500	nên từ đầu năm các nhà sách nước này tràn ngập đầu sách chính trị
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R022.wav	4.562500	ống dẫn tinh trùng bị xoắn làm máu không chạy tới tinh hoàn
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R023.wav	2.718750	tôi cứ lướng vướng cái ý
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R024.wav	5.093750	không phải lúc nào cũng có thể sử dụng phương pháp định giá hớt váng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R025.wav	4.062500	chung quanh nhà là những gian gỗ cơi nới thêm
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R026.wav	4.062500	đốt đuốc lên các hỏm hang phẳng lì sáng lung liêng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R027.wav	3.250000	chắc chắn các chàng sẽ có quyết định nhanh nhất
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R028.wav	3.250000	sôi sục vừa chín trải ra đĩa lớn
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R029.wav	4.406250	hai tay muốn xụi lơ vì phải nâng hành lý lên cao kẻo ướt
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R030.wav	3.437500	đứng trên bục giảng phổ biến công tác gì mới
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R031.wav	2.187500	mà rưng rức cả lòng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R032.wav	1.968750	đùa giỡn ngả ngớn
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R033.wav	2.875000	cha tôi đã thề sông hẹn biển
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R034.wav	3.625000	tiếng phỉnh xếp lẻng kẻng tiếng chia bài rẹt rẹt
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R035.wav	2.375000	cái nồi nước đổ nghiêng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R036.wav	4.812500	biểu chị đưa chồng về kiếm đồ khô mà thay để vầy cảm lạnh chết
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R037.wav	3.718750	nối nhịp đôi bờ của trần thanh toàn bạc liêu
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R038.wav	3.625000	lý do có thể do các cơ lưng bị căng thẳng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R039.wav	2.937500	những chiếc áo đó bị nứt nẻ vào mùa đông
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R040.wav	3.187500	và một lá thư mới nhất của em trí
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R041.wav	3.968750	học viện đã không gửi giấy báo trúng tuyển cho các thí sinh này
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R042.wav	4.250000	số ma tuý bị thiếu được dùng làm thù lao cho các nguồn tin
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R043.wav	2.937500	em mắc lỡm mấy ông trình dược viên
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R044.wav	3.187500	nhưng vẫn cố thu xếp có được một nụ cười
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R045.wav	2.000000	ngư dân nguyễn văn mùi
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R046.wav	2.687500	hả họng gào liên hồi kỳ trận
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R047.wav	2.312500	khi đi qua vùng biển quốc tế
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R048.wav	2.625000	sân khấu chỉ toàn một màu đen
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R049.wav	3.687500	đồng thời tiểu thương í ới báo cho các quầy khác biết
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R050.wav	2.750000	nay mới được dọn dẹp để nuôi heo
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R051.wav	4.093750	chân có dấu hiệu teo nhỏ hơn và xương gối nhô lên
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R052.wav	3.937500	ngay bản thân tôi hàng năm cũng đi khám sức khoẻ định kỳ
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R053.wav	2.406250	đau khổ tiễn đưa người học trò
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R054.wav	2.531250	như sắp bị viêm giác mạc
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R055.wav	3.093750	ông của các con luôn gói ghém cẩn thận mọi thứ
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R056.wav	2.968750	bao giờ cũng khiến bạn cảm thấy mãn nguyện hơn
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R057.wav	2.000000	bà con mừng quýnh lên
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R058.wav	4.656250	liên tục phát triển nằm chềnh ềnh tại các nút đầu mối giao thông
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R059.wav	2.437500	có thể là quá nhỏ bé
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R060.wav	2.187500	mà thợ lặn thường mắc phải
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R061.wav	4.375000	duy trì ngôi vị đầu bảng trên thị trường đang cạnh tranh gay gắt
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R062.wav	3.750000	khí hậu biến đổi đã làm nảy sinh một loại hình du lịch mới
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R063.wav	2.312500	trước khi ra khỏi nhà
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R064.wav	2.250000	nhớ ai muôn đời đỏ thẫm
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R065.wav	3.656250	chả cá quết với thịt rùa tượng trưng cho phúc thọ
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R066.wav	2.843750	gây sự ngạc nhiên thích thú đặc biệt cho người xem
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R067.wav	2.812500	thu hút sự chú ý của người đối diện
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R068.wav	1.812500	vân vân và vân vân
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R069.wav	2.812500	do trúng quá nhiều đạn của bọn khủng bố
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R070.wav	2.750000	các tay chơi đều rất khát khao chiến thắng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R071.wav	3.000000	ra trước cửa cứ dội nước ào ào
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R072.wav	2.875000	tin tưởng vào lớp đạo diễn trẻ có tài
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R073.wav	2.250000	là những dấu hiệu đáng chú ý nhất
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R074.wav	2.750000	chứa chất thải do những hoạt động vũ trụ
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R075.wav	3.593750	đâu phải là ba cái chuyện be bé xinh xinh thế này
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R076.wav	2.531250	thường làm trật bánh lộ trình cải cách
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R077.wav	2.562500	hai quả thận là cơ quan chủ yếu
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R078.wav	3.250000	có thể khiến người bị sa thải cảm thấy ngột ngạt
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R079.wav	3.125000	tôi mới dạm hỏi út đã cười bẽn lẽn
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R080.wav	4.093750	thằng bé đã khóc oé chào đời trong khi người mẹ bị băng huyết
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R081.wav	3.656250	từ cách đây hơn nửa năm vẫn chưa thực hiện được bao nhiêu
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R082.wav	3.250000	hai chú cháu gây gổ ì xèo xong việt đi ngủ
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R083.wav	2.625000	không có chiếc xe nào được như vầy
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R084.wav	3.437500	thì bỗng nhiên ngưng ngang vì những trục trặc về bản quyền
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R085.wav	3.125000	đám học trò quay lại nhìn cậu học trò mới
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R086.wav	2.625000	và hãy biết trân trọng một điều rằng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R087.wav	2.781250	các tên tội phạm này đã đột kích
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R088.wav	3.875000	là đầu của họ đã bắt đầu giật lên giật xuống
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R089.wav	3.093750	chúc các bạn trở thành những nhà quản lý giỏi
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R090.wav	2.625000	bộ ngoại giao trân trọng thông báo
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R091.wav	4.875000	bằng chứng của công tác vệ sinh này là đám dử ghèn xuất hiện mỗi sáng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R092.wav	1.843750	của người ấy
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R093.wav	2.656250	được mệnh danh là chợ nhạc công
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R094.wav	2.312500	chưa kịp hiểu ra chuyện gì
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R095.wav	2.718750	nghe tôi nói không có tấm hình nào
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R096.wav	2.562500	việt nam ghi chóng vánh hai bàn
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R097.wav	1.812500	trật trà trật trưỡng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R098.wav	3.843750	phần lớn người mắc bệnh này đến bệnh viện khi đã quá trễ
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R099.wav	3.937500	nếu chúng ta luôn nghĩ là chúng ta đáng trở nên như thế
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R100.wav	2.406250	để đỡ gánh nặng trên vai mẹ
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R101.wav	3.312500	một bên còn có chiếc cọn nước rêu phong
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R102.wav	1.187500	làm giua
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R103.wav	4.343750	khoảng ba bốn chục anh tý đang lăng xăng nhảy nhót trong chiếc lồng sắt
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R104.wav	2.312500	đằng sau với đầy đủ các loại
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R105.wav	2.812500	tôi đã yêu cầu xin lỗi nhưng
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R106.wav	2.593750	để luôn có một bình hoa tươi mới
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R107.wav	2.812500	cho những khu vực trũng thấp trên lưu vực
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R108.wav	1.437500	chiều về
/data/vivos/train/waves//VIVOSSPK08/VIVOSSPK08_R109.wav	2.468750	hoá ra cũng như con người
